Causas (lista reducida);Sexo;Nacionalidad;Total
001 Enfermedades infecciosas intestinales;Mujeres;Brasil;0
001 Enfermedades infecciosas intestinales;Mujeres;Colombia;0
001 Enfermedades infecciosas intestinales;Mujeres;Cuba;0
001 Enfermedades infecciosas intestinales;Mujeres;Ecuador;0
001 Enfermedades infecciosas intestinales;Mujeres;Estados Unidos de América;0
001 Enfermedades infecciosas intestinales;Mujeres;Perú;0
001 Enfermedades infecciosas intestinales;Mujeres;Uruguay;0
001 Enfermedades infecciosas intestinales;Mujeres;Resto de AMÉRICA;0
001 Enfermedades infecciosas intestinales;Mujeres;PAÍSES DE ASIA;0
001 Enfermedades infecciosas intestinales;Mujeres;China;0
001 Enfermedades infecciosas intestinales;Mujeres;Resto de ASIA;0
001 Enfermedades infecciosas intestinales;Mujeres;Resto de PAÍSES;0
001 Enfermedades infecciosas intestinales;Mujeres;No consta;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Total de defunciones;250
002 Tuberculosis y sus efectos tardíos;Ambos sexos;PAÍSES DE EUROPA;244
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Países de la UE-27;243
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Alemania;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Austria;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Bélgica;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Bulgaría;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Dinamarca;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;España;234
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Finlandia;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Francia;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Irlanda;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Italia;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Países Bajos;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Polonia;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Portugal;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Reino Unido;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Rumanía;4
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Suecia;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Resto de la UE-27;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Noruega;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Rusia;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Suiza;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Ucrania;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Resto de EUROPA;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;PAÍSES DE ÁFRICA;5
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Argelia;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Marruecos;4
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Resto de ÁFRICA;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;PAÍSES DE AMÉRICA;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Argentina;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Bolivia;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Brasil;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Colombia;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Cuba;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Ecuador;1
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Estados Unidos de América;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Perú;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Uruguay;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Resto de AMÉRICA;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;PAÍSES DE ASIA;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;China;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Resto de ASIA;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;Resto de PAÍSES;0
002 Tuberculosis y sus efectos tardíos;Ambos sexos;No consta;0
002 Tuberculosis y sus efectos tardíos;Hombres;Total de defunciones;143
002 Tuberculosis y sus efectos tardíos;Hombres;PAÍSES DE EUROPA;138
002 Tuberculosis y sus efectos tardíos;Hombres;Países de la UE-27;137
002 Tuberculosis y sus efectos tardíos;Hombres;Alemania;0
002 Tuberculosis y sus efectos tardíos;Hombres;Austria;0
002 Tuberculosis y sus efectos tardíos;Hombres;Bélgica;0
002 Tuberculosis y sus efectos tardíos;Hombres;Bulgaría;0
002 Tuberculosis y sus efectos tardíos;Hombres;Dinamarca;0
002 Tuberculosis y sus efectos tardíos;Hombres;España;133
002 Tuberculosis y sus efectos tardíos;Hombres;Finlandia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Francia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Irlanda;0
002 Tuberculosis y sus efectos tardíos;Hombres;Italia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Países Bajos;0
002 Tuberculosis y sus efectos tardíos;Hombres;Polonia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Portugal;0
002 Tuberculosis y sus efectos tardíos;Hombres;Reino Unido;1
002 Tuberculosis y sus efectos tardíos;Hombres;Rumanía;3
002 Tuberculosis y sus efectos tardíos;Hombres;Suecia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Resto de la UE-27;0
002 Tuberculosis y sus efectos tardíos;Hombres;Noruega;0
002 Tuberculosis y sus efectos tardíos;Hombres;Rusia;1
002 Tuberculosis y sus efectos tardíos;Hombres;Suiza;0
002 Tuberculosis y sus efectos tardíos;Hombres;Ucrania;0
002 Tuberculosis y sus efectos tardíos;Hombres;Resto de EUROPA;0
002 Tuberculosis y sus efectos tardíos;Hombres;PAÍSES DE ÁFRICA;4
002 Tuberculosis y sus efectos tardíos;Hombres;Argelia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Marruecos;3
002 Tuberculosis y sus efectos tardíos;Hombres;Resto de ÁFRICA;1
002 Tuberculosis y sus efectos tardíos;Hombres;PAÍSES DE AMÉRICA;1
002 Tuberculosis y sus efectos tardíos;Hombres;Argentina;0
002 Tuberculosis y sus efectos tardíos;Hombres;Bolivia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Brasil;0
002 Tuberculosis y sus efectos tardíos;Hombres;Colombia;0
002 Tuberculosis y sus efectos tardíos;Hombres;Cuba;0
002 Tuberculosis y sus efectos tardíos;Hombres;Ecuador;1
002 Tuberculosis y sus efectos tardíos;Hombres;Estados Unidos de América;0
002 Tuberculosis y sus efectos tardíos;Hombres;Perú;0
002 Tuberculosis y sus efectos tardíos;Hombres;Uruguay;0
002 Tuberculosis y sus efectos tardíos;Hombres;Resto de AMÉRICA;0
002 Tuberculosis y sus efectos tardíos;Hombres;PAÍSES DE ASIA;0
002 Tuberculosis y sus efectos tardíos;Hombres;China;0
002 Tuberculosis y sus efectos tardíos;Hombres;Resto de ASIA;0
002 Tuberculosis y sus efectos tardíos;Hombres;Resto de PAÍSES;0
002 Tuberculosis y sus efectos tardíos;Hombres;No consta;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Total de defunciones;107
002 Tuberculosis y sus efectos tardíos;Mujeres;PAÍSES DE EUROPA;106
002 Tuberculosis y sus efectos tardíos;Mujeres;Países de la UE-27;106
002 Tuberculosis y sus efectos tardíos;Mujeres;Alemania;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Austria;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Bélgica;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Bulgaría;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Dinamarca;0
002 Tuberculosis y sus efectos tardíos;Mujeres;España;101
002 Tuberculosis y sus efectos tardíos;Mujeres;Finlandia;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Francia;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Irlanda;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Italia;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Países Bajos;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Polonia;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Portugal;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Reino Unido;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Rumanía;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Suecia;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Resto de la UE-27;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Noruega;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Rusia;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Suiza;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Ucrania;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Resto de EUROPA;0
002 Tuberculosis y sus efectos tardíos;Mujeres;PAÍSES DE ÁFRICA;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Argelia;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Marruecos;1
002 Tuberculosis y sus efectos tardíos;Mujeres;Resto de ÁFRICA;0
002 Tuberculosis y sus efectos tardíos;Mujeres;PAÍSES DE AMÉRICA;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Argentina;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Bolivia;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Brasil;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Colombia;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Cuba;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Ecuador;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Estados Unidos de América;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Perú;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Uruguay;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Resto de AMÉRICA;0
002 Tuberculosis y sus efectos tardíos;Mujeres;PAÍSES DE ASIA;0
002 Tuberculosis y sus efectos tardíos;Mujeres;China;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Resto de ASIA;0
002 Tuberculosis y sus efectos tardíos;Mujeres;Resto de PAÍSES;0
002 Tuberculosis y sus efectos tardíos;Mujeres;No consta;0
003 Enfermedad meningocócica;Ambos sexos;Total de defunciones;20
003 Enfermedad meningocócica;Ambos sexos;PAÍSES DE EUROPA;19
003 Enfermedad meningocócica;Ambos sexos;Países de la UE-27;19
003 Enfermedad meningocócica;Ambos sexos;Alemania;0
003 Enfermedad meningocócica;Ambos sexos;Austria;0
003 Enfermedad meningocócica;Ambos sexos;Bélgica;0
003 Enfermedad meningocócica;Ambos sexos;Bulgaría;0
003 Enfermedad meningocócica;Ambos sexos;Dinamarca;0
003 Enfermedad meningocócica;Ambos sexos;España;19
003 Enfermedad meningocócica;Ambos sexos;Finlandia;0
003 Enfermedad meningocócica;Ambos sexos;Francia;0
003 Enfermedad meningocócica;Ambos sexos;Irlanda;0
003 Enfermedad meningocócica;Ambos sexos;Italia;0
003 Enfermedad meningocócica;Ambos sexos;Países Bajos;0
003 Enfermedad meningocócica;Ambos sexos;Polonia;0
003 Enfermedad meningocócica;Ambos sexos;Portugal;0
003 Enfermedad meningocócica;Ambos sexos;Reino Unido;0
003 Enfermedad meningocócica;Ambos sexos;Rumanía;0
003 Enfermedad meningocócica;Ambos sexos;Suecia;0
003 Enfermedad meningocócica;Ambos sexos;Resto de la UE-27;0
003 Enfermedad meningocócica;Ambos sexos;Noruega;0
003 Enfermedad meningocócica;Ambos sexos;Rusia;0
003 Enfermedad meningocócica;Ambos sexos;Suiza;0
003 Enfermedad meningocócica;Ambos sexos;Ucrania;0
003 Enfermedad meningocócica;Ambos sexos;Resto de EUROPA;0
003 Enfermedad meningocócica;Ambos sexos;PAÍSES DE ÁFRICA;0
003 Enfermedad meningocócica;Ambos sexos;Argelia;0
003 Enfermedad meningocócica;Ambos sexos;Marruecos;0
003 Enfermedad meningocócica;Ambos sexos;Resto de ÁFRICA;0
003 Enfermedad meningocócica;Ambos sexos;PAÍSES DE AMÉRICA;1
003 Enfermedad meningocócica;Ambos sexos;Argentina;0
003 Enfermedad meningocócica;Ambos sexos;Bolivia;0
003 Enfermedad meningocócica;Ambos sexos;Brasil;1
003 Enfermedad meningocócica;Ambos sexos;Colombia;0
003 Enfermedad meningocócica;Ambos sexos;Cuba;0
003 Enfermedad meningocócica;Ambos sexos;Ecuador;0
003 Enfermedad meningocócica;Ambos sexos;Estados Unidos de América;0
003 Enfermedad meningocócica;Ambos sexos;Perú;0
003 Enfermedad meningocócica;Ambos sexos;Uruguay;0
003 Enfermedad meningocócica;Ambos sexos;Resto de AMÉRICA;0
003 Enfermedad meningocócica;Ambos sexos;PAÍSES DE ASIA;0
003 Enfermedad meningocócica;Ambos sexos;China;0
003 Enfermedad meningocócica;Ambos sexos;Resto de ASIA;0
003 Enfermedad meningocócica;Ambos sexos;Resto de PAÍSES;0
003 Enfermedad meningocócica;Ambos sexos;No consta;0
003 Enfermedad meningocócica;Hombres;Total de defunciones;12
003 Enfermedad meningocócica;Hombres;PAÍSES DE EUROPA;11
003 Enfermedad meningocócica;Hombres;Países de la UE-27;11
003 Enfermedad meningocócica;Hombres;Alemania;0
003 Enfermedad meningocócica;Hombres;Austria;0
003 Enfermedad meningocócica;Hombres;Bélgica;0
003 Enfermedad meningocócica;Hombres;Bulgaría;0
003 Enfermedad meningocócica;Hombres;Dinamarca;0
003 Enfermedad meningocócica;Hombres;España;11
003 Enfermedad meningocócica;Hombres;Finlandia;0
003 Enfermedad meningocócica;Hombres;Francia;0
003 Enfermedad meningocócica;Hombres;Irlanda;0
003 Enfermedad meningocócica;Hombres;Italia;0
003 Enfermedad meningocócica;Hombres;Países Bajos;0
003 Enfermedad meningocócica;Hombres;Polonia;0
003 Enfermedad meningocócica;Hombres;Portugal;0
003 Enfermedad meningocócica;Hombres;Reino Unido;0
003 Enfermedad meningocócica;Hombres;Rumanía;0
003 Enfermedad meningocócica;Hombres;Suecia;0
003 Enfermedad meningocócica;Hombres;Resto de la UE-27;0
003 Enfermedad meningocócica;Hombres;Noruega;0
003 Enfermedad meningocócica;Hombres;Rusia;0
003 Enfermedad meningocócica;Hombres;Suiza;0
003 Enfermedad meningocócica;Hombres;Ucrania;0
003 Enfermedad meningocócica;Hombres;Resto de EUROPA;0
003 Enfermedad meningocócica;Hombres;PAÍSES DE ÁFRICA;0
003 Enfermedad meningocócica;Hombres;Argelia;0
003 Enfermedad meningocócica;Hombres;Marruecos;0
003 Enfermedad meningocócica;Hombres;Resto de ÁFRICA;0
003 Enfermedad meningocócica;Hombres;PAÍSES DE AMÉRICA;1
003 Enfermedad meningocócica;Hombres;Argentina;0
003 Enfermedad meningocócica;Hombres;Bolivia;0
003 Enfermedad meningocócica;Hombres;Brasil;1
003 Enfermedad meningocócica;Hombres;Colombia;0
003 Enfermedad meningocócica;Hombres;Cuba;0
003 Enfermedad meningocócica;Hombres;Ecuador;0
003 Enfermedad meningocócica;Hombres;Estados Unidos de América;0
003 Enfermedad meningocócica;Hombres;Perú;0
003 Enfermedad meningocócica;Hombres;Uruguay;0
003 Enfermedad meningocócica;Hombres;Resto de AMÉRICA;0
003 Enfermedad meningocócica;Hombres;PAÍSES DE ASIA;0
003 Enfermedad meningocócica;Hombres;China;0
003 Enfermedad meningocócica;Hombres;Resto de ASIA;0
003 Enfermedad meningocócica;Hombres;Resto de PAÍSES;0
003 Enfermedad meningocócica;Hombres;No consta;0
003 Enfermedad meningocócica;Mujeres;Total de defunciones;8
003 Enfermedad meningocócica;Mujeres;PAÍSES DE EUROPA;8
003 Enfermedad meningocócica;Mujeres;Países de la UE-27;8
003 Enfermedad meningocócica;Mujeres;Alemania;0
003 Enfermedad meningocócica;Mujeres;Austria;0
003 Enfermedad meningocócica;Mujeres;Bélgica;0
003 Enfermedad meningocócica;Mujeres;Bulgaría;0
003 Enfermedad meningocócica;Mujeres;Dinamarca;0
003 Enfermedad meningocócica;Mujeres;España;8
003 Enfermedad meningocócica;Mujeres;Finlandia;0
003 Enfermedad meningocócica;Mujeres;Francia;0
003 Enfermedad meningocócica;Mujeres;Irlanda;0
003 Enfermedad meningocócica;Mujeres;Italia;0
003 Enfermedad meningocócica;Mujeres;Países Bajos;0
003 Enfermedad meningocócica;Mujeres;Polonia;0
003 Enfermedad meningocócica;Mujeres;Portugal;0
003 Enfermedad meningocócica;Mujeres;Reino Unido;0
003 Enfermedad meningocócica;Mujeres;Rumanía;0
003 Enfermedad meningocócica;Mujeres;Suecia;0
003 Enfermedad meningocócica;Mujeres;Resto de la UE-27;0
003 Enfermedad meningocócica;Mujeres;Noruega;0
003 Enfermedad meningocócica;Mujeres;Rusia;0
003 Enfermedad meningocócica;Mujeres;Suiza;0
003 Enfermedad meningocócica;Mujeres;Ucrania;0
003 Enfermedad meningocócica;Mujeres;Resto de EUROPA;0
003 Enfermedad meningocócica;Mujeres;PAÍSES DE ÁFRICA;0
003 Enfermedad meningocócica;Mujeres;Argelia;0
003 Enfermedad meningocócica;Mujeres;Marruecos;0
003 Enfermedad meningocócica;Mujeres;Resto de ÁFRICA;0
003 Enfermedad meningocócica;Mujeres;PAÍSES DE AMÉRICA;0
003 Enfermedad meningocócica;Mujeres;Argentina;0
003 Enfermedad meningocócica;Mujeres;Bolivia;0
003 Enfermedad meningocócica;Mujeres;Brasil;0
003 Enfermedad meningocócica;Mujeres;Colombia;0
003 Enfermedad meningocócica;Mujeres;Cuba;0
003 Enfermedad meningocócica;Mujeres;Ecuador;0
003 Enfermedad meningocócica;Mujeres;Estados Unidos de América;0
003 Enfermedad meningocócica;Mujeres;Perú;0
003 Enfermedad meningocócica;Mujeres;Uruguay;0
003 Enfermedad meningocócica;Mujeres;Resto de AMÉRICA;0
003 Enfermedad meningocócica;Mujeres;PAÍSES DE ASIA;0
003 Enfermedad meningocócica;Mujeres;China;0
003 Enfermedad meningocócica;Mujeres;Resto de ASIA;0
003 Enfermedad meningocócica;Mujeres;Resto de PAÍSES;0
003 Enfermedad meningocócica;Mujeres;No consta;0
004 Septicemia;Ambos sexos;Total de defunciones;3.887
004 Septicemia;Ambos sexos;PAÍSES DE EUROPA;3.865
004 Septicemia;Ambos sexos;Países de la UE-27;3.861
004 Septicemia;Ambos sexos;Alemania;20
004 Septicemia;Ambos sexos;Austria;0
004 Septicemia;Ambos sexos;Bélgica;4
004 Septicemia;Ambos sexos;Bulgaría;2
004 Septicemia;Ambos sexos;Dinamarca;3
004 Septicemia;Ambos sexos;España;3.757
004 Septicemia;Ambos sexos;Finlandia;0
004 Septicemia;Ambos sexos;Francia;10
004 Septicemia;Ambos sexos;Irlanda;2
004 Septicemia;Ambos sexos;Italia;11
004 Septicemia;Ambos sexos;Países Bajos;8
004 Septicemia;Ambos sexos;Polonia;1
004 Septicemia;Ambos sexos;Portugal;0
004 Septicemia;Ambos sexos;Reino Unido;37
004 Septicemia;Ambos sexos;Rumanía;1
004 Septicemia;Ambos sexos;Suecia;2
004 Septicemia;Ambos sexos;Resto de la UE-27;3
004 Septicemia;Ambos sexos;Noruega;0
004 Septicemia;Ambos sexos;Rusia;1
004 Septicemia;Ambos sexos;Suiza;2
004 Septicemia;Ambos sexos;Ucrania;0
004 Septicemia;Ambos sexos;Resto de EUROPA;1
004 Septicemia;Ambos sexos;PAÍSES DE ÁFRICA;13
004 Septicemia;Ambos sexos;Argelia;1
004 Septicemia;Ambos sexos;Marruecos;11
004 Septicemia;Ambos sexos;Resto de ÁFRICA;1
004 Septicemia;Ambos sexos;PAÍSES DE AMÉRICA;7
004 Septicemia;Ambos sexos;Argentina;1
004 Septicemia;Ambos sexos;Bolivia;1
004 Septicemia;Ambos sexos;Brasil;0
004 Septicemia;Ambos sexos;Colombia;0
004 Septicemia;Ambos sexos;Cuba;0
004 Septicemia;Ambos sexos;Ecuador;1
004 Septicemia;Ambos sexos;Estados Unidos de América;0
004 Septicemia;Ambos sexos;Perú;1
004 Septicemia;Ambos sexos;Uruguay;0
004 Septicemia;Ambos sexos;Resto de AMÉRICA;3
004 Septicemia;Ambos sexos;PAÍSES DE ASIA;2
004 Septicemia;Ambos sexos;China;0
004 Septicemia;Ambos sexos;Resto de ASIA;2
004 Septicemia;Ambos sexos;Resto de PAÍSES;0
004 Septicemia;Ambos sexos;No consta;0
004 Septicemia;Hombres;Total de defunciones;1.704
004 Septicemia;Hombres;PAÍSES DE EUROPA;1.693
004 Septicemia;Hombres;Países de la UE-27;1.691
004 Septicemia;Hombres;Alemania;11
004 Septicemia;Hombres;Austria;0
004 Septicemia;Hombres;Bélgica;2
004 Septicemia;Hombres;Bulgaría;0
004 Septicemia;Hombres;Dinamarca;1
004 Septicemia;Hombres;España;1.638
004 Septicemia;Hombres;Finlandia;0
004 Septicemia;Hombres;Francia;7
004 Septicemia;Hombres;Irlanda;0
004 Septicemia;Hombres;Italia;6
